id,createdAt,twitterUrl,likeCount,retweetCount,viewCount,text
1.612093185811153e+18,2023-01-08 14:25:41+00:00,https://twitter.com/SweetKaramCoffe/status/1612093185811152896,1,0,176.0,"Do you wish to see your favourite Sweet Karam Coffee delicacies in @SwiggyInstamart @ZeptoNow and @letsblinkit 🙂

We are listening ! Comment now 😃

#VoiceOfCustomers 💪❤️"
1.612186163250631e+18,2023-01-08 20:35:08+00:00,https://twitter.com/ganesh_jrg/status/1612186163250630656,1,0,24.0,@SweetKaramCoffe @SwiggyInstamart @ZeptoNow @letsblinkit Yep. Bring them on!
1.6123218398414395e+18,2023-01-09 05:34:16+00:00,https://twitter.com/viveksh38/status/1612321839841439744,0,0,95.0,"FASTEST DELIVERY https://t.co/lvFfLGBYDX

@Amul_Coop @ZeptoNow @zomato @SwiggyInstamart @letsblinkit @DunzoIt 

#zepto #zomatomart #swiggyinstamart #blinkit #dunzo #amulproducts https://t.co/d34rwPR5X5"
1.612337073612284e+18,2023-01-09 06:34:48+00:00,https://twitter.com/amajumdar9/status/1612337073612283904,0,0,28.0,"@Amul_Coop @amulcares Hi Team, have you stopped producing this product? It's either not available or out of stock thru different apps. Be it @bbnow_bigbasket @letsblinkit @SwiggyInstamart. It's not there even in nearby grocery store. Area is Raj Nagar Extn, Gzb, UP. Pls advise. https://t.co/NTad2FU1TV"
1.6123497688938824e+18,2023-01-09 07:25:15+00:00,https://twitter.com/figaar_/status/1612349768893882368,6,0,404.0,"In my teens, I was the @letsblinkit @DunzoIt @SwiggyInstamart and @pharmeasyapp of my whole neighbourhood.
Born before technology ruined interactions 🤭"
1.6123508659602063e+18,2023-01-09 07:29:37+00:00,https://twitter.com/zingoy_cashback/status/1612350865960206339,1,0,84.0,"Which is the best Grocery delivery App.

#grocery #groceryapp #zepto #dunzo #Blinkit #bigbasket"
1.6123634312268063e+18,2023-01-09 08:19:32+00:00,https://twitter.com/drjaiganesh/status/1612363431226806274,0,0,10.0,@SweetKaramCoffe @SwiggyInstamart @ZeptoNow @letsblinkit Yes it will be useful
1.61239035684651e+18,2023-01-09 10:06:32+00:00,https://twitter.com/gpunet/status/1612390356846510082,11,4,686.0,"How @brahmGAN_AI 3D infra can change E-commerce platform @ZeptoNow @SwiggyInstamart @DunzoIt @letsblinkit @bigbasket_com @JioMart @OLX_India @MyNykaa @myntra 

3D infrastructure can potentially change e-commerce platforms in a number of ways. Here are a few examples below👇 https://t.co/g20ybNfbsA"
1.612395021675946e+18,2023-01-09 10:25:04+00:00,https://twitter.com/figaar_/status/1612395021675945985,0,0,14.0,@gypsy0soul @letsblinkit @DunzoIt @SwiggyInstamart @pharmeasyapp Trust me it’s not exaggerated
1.6124404692160348e+18,2023-01-09 13:25:40+00:00,https://twitter.com/SMadnetic/status/1612440469216034822,1,0,161.0,"tum leads mangoge,
hum branding bhi denge.
.
.
#digitalmarketing #schbang #zomatoblinkit #trend #momentmarketing #marketing #moment #explore #explorepage #pune #viralpost #blinkit https://t.co/y0SnOQEbZv"
1.6124415293853737e+18,2023-01-09 13:29:52+00:00,https://twitter.com/digitalseriesin/status/1612441529385373696,0,0,44.0,"It’s the year of innovation! 💡

@zomato @letsblinkit

#momentmarketimg #blinkit #zomato #billboard #blinkitzomato #trending #digitalseries #befutureready #knowyourdigital #choosedbm #digitalbrandmanagement #marketingdigitally #digitalmarketing #digitalmarketingservices https://t.co/fpuSa3ScfH"
1.612443100533637e+18,2023-01-09 13:36:07+00:00,https://twitter.com/UptimeAI/status/1612443100533637123,0,0,30.0,"Eliminating unexpected downtime isn't that complicated. Just ask us how 😊

Joining the #billboard trend, inspired by #zomato and #blinkit.

#mememonday #eliminateunplanneddowntime #reliability #predictiveanalytics #predictivemaintenance https://t.co/yREmXT1Uoq"
1.6124439519396987e+18,2023-01-09 13:39:30+00:00,https://twitter.com/GalaxyUx/status/1612443951939698690,0,0,41.0,"Jumping on the bandwagon like...🏃‍♂️

#design #blinkit #uxdesign #userexperiencedesign #design #ui #ux #TrendingNow https://t.co/crHs1CP41E"
1.6124440632231483e+18,2023-01-09 13:39:57+00:00,https://twitter.com/ZeoAuto/status/1612444063223148546,6,1,263.0,"Plan the shortest routes with Zeo! 🗺️🛻🚚⚡
@zomato @jtlindustries @TeriMakiSushi 
#Billboard #Blinkit #zomatoblinkit https://t.co/I2B8NFvqTX"
1.6124444395570668e+18,2023-01-09 13:41:26+00:00,https://twitter.com/BengalPictures/status/1612444439557066752,0,0,21.0,"We too have joined the trend. 🙃

#marketing #blinkit #zomato #songpromotion #musicpublishing #tending
#BengalPictures https://t.co/IQEs6pdfgg"
1.6124450517870428e+18,2023-01-09 13:43:52+00:00,https://twitter.com/CoocaaIndia/status/1612445051787042816,9,2,349.0,"Following the trend be like 😎

#Trend #Coocaa #TrendingPost #Zomato #Blinkit https://t.co/TFxqXmMvBH"
1.6124467263209513e+18,2023-01-09 13:50:32+00:00,https://twitter.com/BirlaAyurveda/status/1612446726320951298,0,0,32.0,"There are many health benefits of infused water including appetite control, hydration, immune defense, heartburn prevention, blood sugar regulation and weight management. 
We serve herbal water at Ayurveda therapies .
for Herbal water.
https://t.co/IWivJjdn5V
#zomato #blinkit https://t.co/MvJuD2FYmk"
1.6124473341175603e+18,2023-01-09 13:52:56+00:00,https://twitter.com/SolnceEnergy/status/1612447334117560321,1,1,115.0,"That's us spilling the truth!

Jumping on the bandwagon!
This is our version

Download Solnce App 
Link in the Bio 
.
.
.#Zomato #Blinkit #Billboard #Trending #Viral #TrendingNow #ZomatoBlinkIt #MomentMarketing #TopicalSpot #solar #meme #memes #solnce #solarenergy #solar https://t.co/XcqijnFSr5"
1.6124492622097613e+18,2023-01-09 14:00:36+00:00,https://twitter.com/digibeezsymedia/status/1612449262209761281,0,0,43.0,"It’s all about commitment for us. Whether you need to improve your search ranking or work with you through the week and weekend, we never flinch.  
#SwitchToDigibeezsy #DoodhMangogeMeme #Topical #blinkit #zomato #trending #viral #billboard #newtrend #zomatoblinkit #collabtrend https://t.co/IHXuSa0n5p"
1.6124497915728486e+18,2023-01-09 14:02:42+00:00,https://twitter.com/_akshatcfc/status/1612449791572848642,2,1,89.0,"When I was in my teens, I was my mom’s Blinkit &amp; Dunzo."
1.612452898188976e+18,2023-01-09 14:15:03+00:00,https://twitter.com/IndiaToday/status/1612452898188976128,6,2,1884.0,"Sikh man joins Blinkit-Zomato billboard campaign with heartwarming placards. Watch
#Trending 
https://t.co/VivdXyYTQ6"
1.6124553719013704e+18,2023-01-09 14:24:53+00:00,https://twitter.com/Amaynkbgs/status/1612455371901370370,0,0,16.0,"@blinkitcares

#Blinkit

Grofor give service to my area. since it own blinkit.. but today  situation  after 2 year still no service provide by blinkit in my area specially. Why you own blinkit to stop service ..
Pls help"
1.6124563756696535e+18,2023-01-09 14:28:52+00:00,https://twitter.com/OsuniOapp/status/1612456375669653507,0,0,40.0,"Meme Friday doesn't always jump on bandwagon, but the Zomato Blinkit Collab was a little too irresistible to not hop on.

Download the app now - https://t.co/8Hq1TxiH7j
.
.
.
.
.
.
#trends #viral #viralpost #memes #themoraltroll #Blinkit #Zomato #osunio https://t.co/NzqUyb8hW2"
1.6124565461219656e+18,2023-01-09 14:29:33+00:00,https://twitter.com/sanjeevani_1990/status/1612456546121965578,0,0,53.0,"When it comes to health
We give you more...

Visit : https://t.co/xYxf7OcK3m
Buy 100% natural products.

#healthcare #healthylifestyle 
#natural #wellness #medicine
#sanjeevani #products #Offers #Trending #Blinkit #Marketing
#sanjeevani_aayurvedik https://t.co/mT0O7Jn2IK"
1.6124578611746898e+18,2023-01-09 14:34:46+00:00,https://twitter.com/revv_ranjan/status/1612457861174689793,0,0,47.0,"While the internet was filled with Zomato &amp; Blinkit brilliant billboard advertisement, many pondered what the fuss was about. 

Many brands followed the trend with their own creative angles.

The campaign explained in simple way 👇 https://t.co/qUFNhdISsS"
1.6124584240167365e+18,2023-01-09 14:37:00+00:00,https://twitter.com/verloopio/status/1612458424016736257,0,0,65.0,"With Conversational AI at your side, magical support experiences happen. 🪄

Learn more about Conversational AI at https://t.co/hyMrshkx63

#conversationalai #customersupport #meme #zomato #blinkit https://t.co/e6HAMh6dRj"
1.6124588139527864e+18,2023-01-09 14:38:33+00:00,https://twitter.com/srividhyakk/status/1612458813952786432,1,0,28.0,"@Straying_mind Not only blinkit or dunzo, we were doing the  urban company services as well."
1.6124611158790676e+18,2023-01-09 14:47:42+00:00,https://twitter.com/mks_honda/status/1612461115879067654,0,0,55.0,"Bring home comfort and style when you choose India's number one selling scooter Activa! 🛵

#Zomato #Blinkit #trending #food #Honda #Activa #ScooterBoleTohActiva #MKSHonda #Followuson #Instagram #Twitter #Facebook #linkdin #visit #mkshonda.com #call8073738568. https://t.co/pi1ex2bzZz"
1.6124631009844306e+18,2023-01-09 14:55:36+00:00,https://twitter.com/Er_Sagar_Gupta/status/1612463100984430601,1,0,18.0,@Flipkart @amazonIN Like the new campaign from BlinkIt and Zomato. Flipkart can say “Order mangoge to delivery ki jagah date denge”
1.6124634530039972e+18,2023-01-09 14:56:59+00:00,https://twitter.com/UnnatiTomar69/status/1612463453003997186,1,0,26.0,"@letsblinkit @SwiggyInstamart @bbnow_bigbasket @JioMart @ZeptoNow @DunzoIt @DunzoCare @zomatocare 
Dunzo is ignoring my tweets and emails after delivering partial order. 
please do let me know what should I do?"
1.6124680703203328e+18,2023-01-09 15:15:20+00:00,https://twitter.com/UnnatiTomar69/status/1612468070320332800,1,0,33.0,"@letsblinkit
 
@SwiggyInstamart
 
@bbnow_bigbasket
 
@JioMart
 
@ZeptoNow
 
@DunzoIt
 
@DunzoCare
 
#boycottdunzo #worstservice #cheaters #dunzo #dunzoit #notrecommended #stayalert #worstinthemarket

Dunzo stop ignoring me.
At least discuss otherwise I will sue the company"
1.6124708527964529e+18,2023-01-09 15:26:24+00:00,https://twitter.com/Again_retweeted/status/1612470852796452864,0,0,80.0,"@blinkitcares @zomato 
Posting It After Cntcting Suport 4 Times.
On 24th Dec while placing an order on blinkit the paymnt failed twice due to tech error on app. Total 1444+1444=2888Rs was deducted from my @Paytm . 
The refund is still not processed by @letsblinkit #zomatoblinkit https://t.co/fd78Je6rYE"
1.6124726875402035e+18,2023-01-09 15:33:41+00:00,https://twitter.com/writersiddhant/status/1612472687540203520,2,1,131.0,"Thread: Hoping on the zomato blinkit trend
@zomato @letsblinkit 
#Memes #memesdaily #zomatoblinkit https://t.co/ynOwjqonov"
1.6124731705646367e+18,2023-01-09 15:35:36+00:00,https://twitter.com/thecreativguru/status/1612473170564636672,1,0,609.0,"Best production House services are here. DM us to know more. 
Follow @thecreativguru for more
.
.
#GetOutRavi #GurinderDhawan #MondayMotivaton #Brazil #brasilia #PakvsNZ #lufc #GALA #MeghanMarkIe #BibleBuild #BlinkItZomatoTrend #zomatoblinkit #Zomato #Blinkit #zomatoblinkit https://t.co/Q4vNtiKolm"
1.6124802923963556e+18,2023-01-09 16:03:54+00:00,https://twitter.com/MarketingMind_/status/1612480292396355584,45,3,2294.0,"Haha, that's true 😅
Cc: @Straying_mind

#MarketingMind #Dunzo #Blinkit https://t.co/wEKVbggKe5"
1.612481376477139e+18,2023-01-09 16:08:13+00:00,https://twitter.com/unfilteredshibu/status/1612481376477138945,5,4,88.0,"When I was in my teens, I was my mom's Blinkit &amp; Dunzo. :)"
1.6124822856593572e+18,2023-01-09 16:11:50+00:00,https://twitter.com/martcloz/status/1612482285659357185,1,0,27.0,"Sale lelooo😁❣️ #MARTCLOZ 
.
.
.
.
(Link is in the bio)
.
.
.
#martcloz #pkcpiyush #sale #zomatomemes #zomatoblinkitcollab #zomato #blinkit #trending #post #memes #laugh @ Sponsered https://t.co/LSVmiiAWJc"
1.6124832126511596e+18,2023-01-09 16:15:31+00:00,https://twitter.com/op09171570/status/1612483212651159552,0,0,21.0,When I was in my teens i was my mothers dunzo and blinkit.
1.612483333438714e+18,2023-01-09 16:15:59+00:00,https://twitter.com/BabuMoshaaai/status/1612483333438713858,10,0,520.0,"In my teens, I was my mom’s Blinkit and Dunzo!"
1.612483719209816e+18,2023-01-09 16:17:31+00:00,https://twitter.com/me_anjali/status/1612483719209816065,5,2,158.0,@gomechanicindia @zomato @letsblinkit This suits you better https://t.co/nwhbX95kub
1.6124848833556685e+18,2023-01-09 16:22:09+00:00,https://twitter.com/generosityfirst/status/1612484883355668486,0,0,89.0,@gomechanicindia @zomato @letsblinkit 1st make the delivery time more accurate... then claim anything else...
1.6124850846025687e+18,2023-01-09 16:22:57+00:00,https://twitter.com/Naqvitweet/status/1612485084602568705,0,1,26.0,"When I was in my teens, I was my mom’s Blinkit &amp; Dunzo."
1.612485577571537e+18,2023-01-09 16:24:54+00:00,https://twitter.com/rohun_vora/status/1612485577571536896,0,0,42.0,"@Volaverse @letsblinkit @zomato @LiskHQ should do one with “Grant Mangoge, Grant Denge”. That’s more realistic than your bs metaverse education hahahaha"
1.6124869533494026e+18,2023-01-09 16:30:22+00:00,https://twitter.com/StartupSteroid/status/1612486953349402624,1,0,59.0,"If your Startup is hungry for success, don't settle for just a bite of funding. Head to Startup Game Changer Summit for a feast of mentorship!

@zomato @letsblinkit

#blinkitzomato #trending #startup #angelinvestors #Summit2023 #SGC2023
#opportunity  #growth #californiabusiness https://t.co/yh2zVxtaTe"
1.612487814326915e+18,2023-01-09 16:33:48+00:00,https://twitter.com/BritishJehadist/status/1612487814326915072,0,0,45.0,"Jeera mangoge ...kachra denge. Ordered jeera from @letsblinkit on Jan 7 and got this..some fake cumin with an awful smell and no taste. Wrapping is Grofers so wondering if this is old wine repackaged with new date.
@deepigoyal @albinder https://t.co/ga1CcFqYMu"
1.6124905978348462e+18,2023-01-09 16:44:51+00:00,https://twitter.com/Amit_8007_/status/1612490597834846208,1,0,123.0,@abhymurarka Blinkit quality is better than other player (in Bangalore)
1.612491076388139e+18,2023-01-09 16:46:45+00:00,https://twitter.com/Gandharav9/status/1612491076388139009,0,0,9.0,@SwiggyCares see this 30 mins before it shows 40 mins after 30 mins 46 more mins very good service why do you take order if you can't provide service learn something from blinkit zepto they deliver order on time https://t.co/pkoGJ24s6l
1.6124914922282312e+18,2023-01-09 16:48:25+00:00,https://twitter.com/IndiaSsp/status/1612491492228231170,0,0,8.0,Latest Technology: Blinkit aggressive..! Apple iPhone-14 door deliver... https://t.co/uEZDpPZPSd
1.6124923957230797e+18,2023-01-09 16:52:00+00:00,https://twitter.com/sandy70449734/status/1612492395723079680,0,0,49.0,@letsblinkit Please don't use blinkit they are cheating with customers.
1.6124933282302894e+18,2023-01-09 16:55:42+00:00,https://twitter.com/Pravveen951981/status/1612493328230289408,0,0,17.0,"@ACTFibernet @zomato @letsblinkit Even after making the payment for 5+1Months  plan, with 50Mbps, speed in the App, it is still reflecting the due amount, since being of my connection I have never opted any monthly plans, a always choose minimum 6months plan. But in between,they change the plan without intimation"
1.6124934299169587e+18,2023-01-09 16:56:07+00:00,https://twitter.com/PratikRoker/status/1612493429916958721,0,0,34.0,"When I was in my teens, i was my mom's Blinkit &amp; Dunzo😐.
Dhaniya in 10 minutes 😐 and my Dad was BigBasket⛄, next day delivery 🤪."
1.612493684267975e+18,2023-01-09 16:57:07+00:00,https://twitter.com/BhattNimit/status/1612493684267974660,0,0,7.0,@KinaraCapital @letsblinkit @netflix @NetflixIndia - What Say!
1.6124938333209354e+18,2023-01-09 16:57:43+00:00,https://twitter.com/Crystal_clear09/status/1612493833320935424,0,0,15.0,@zeptocares I will use @letsblinkit rather.
1.6124946828604457e+18,2023-01-09 17:01:05+00:00,https://twitter.com/Pravveen951981/status/1612494682860445696,0,0,15.0,"@ACTFibernet @zomato @letsblinkit Dear ActFiber users please keep tracking of your plan that you have opted at the time of availing your, connection it can  downgraded at any time without your request / concent  or intervention"
1.6124954503090053e+18,2023-01-09 17:04:08+00:00,https://twitter.com/csundar86/status/1612495450309005312,0,0,19.0,"When I was in my teens, I was my mom’s Blinkit &amp; Dunzo."
1.612497958297297e+18,2023-01-09 17:14:06+00:00,https://twitter.com/jin_aesthetic_/status/1612497958297296898,0,0,19.0,@TheJupiterApp @zomato @letsblinkit Humare school se chutti mango extra classes denge
1.612498233988903e+18,2023-01-09 17:15:12+00:00,https://twitter.com/Pravveen951981/status/1612498233988902913,0,0,10.0,"@ACTFibernet @zomato @letsblinkit We pay for the internet, but what we get finally is only... https://t.co/F3UdmcuygU"
1.6125023939121848e+18,2023-01-09 17:31:44+00:00,https://twitter.com/take_lite_pa/status/1612502393912184833,3,0,387.0,"When I moved to Kerala, I went back to being my moms Blinkit &amp; Dunzo"
1.6125038109913457e+18,2023-01-09 17:37:22+00:00,https://twitter.com/sujeet0327/status/1612503810991345664,1,0,55.0,@ACTFibernet @zomato @letsblinkit If you really want to order something to eat better go for some one else otherwise you will be hungry forever. No internet. Even account activation need dayssss…
1.6125071036919316e+18,2023-01-09 17:50:27+00:00,https://twitter.com/abhay57448427/status/1612507103691931648,0,0,5.0,"@albinder @blinkitcares @letsblinkit ORD378709496 Sir, my product was not received, no one helped, neither my refund was given, the customer did not help. Please help me sir"
1.612507251180458e+18,2023-01-09 17:51:02+00:00,https://twitter.com/sunita39424199/status/1612507251180457985,1,0,93.0,@Straying_mind @letsblinkit Hillarious....moms r no less than an incarnation of #Hitler....sweetie pies.❤️
1.612507355769606e+18,2023-01-09 17:51:27+00:00,https://twitter.com/Kamal_kvrm/status/1612507355769606144,0,0,82.0,@letsblinkit Start delivery in #Mathura also.
1.612509172310102e+18,2023-01-09 17:58:40+00:00,https://twitter.com/AnonnaDutt/status/1612509172310102016,5,0,551.0,"This is the reason I am willing to pay @letsblinkit for my order! Sick, in bed, decided to use @bbnow_bigbasket to order soup and vicks cough drops. The order was delayed by over 30 mins and even then they couldn't satisfactorily tell me when it will arrive!"
1.6125098403282534e+18,2023-01-09 18:01:19+00:00,https://twitter.com/bhavEish10/status/1612509840328253440,0,0,35.0,"@deepigoyal @albinder @nyAnimall Hi Team

I wanted to know that BLINKIT is BIG SCAM Company. I bought something from BLINKIT and paid amount from Gift card but due to your system issue i was only able to make payment of rupees 160 and remaining amount blinkit is not paying."
1.612512003972825e+18,2023-01-09 18:09:55+00:00,https://twitter.com/Pratham35706705/status/1612512003972825088,1,0,42.0,"When I was in my teens, I was my Mom's Blinkit  &amp; Dunzo"
1.6125125576293294e+18,2023-01-09 18:12:07+00:00,https://twitter.com/MindSpacepvt/status/1612512557629329408,0,0,41.0,"Mental Health Matters
#mentalhealth #MentalHealthMatters #psychology #Billboard #momentmarketing #therapy #zomato #blinkit https://t.co/MGOMpya50q"
1.6125214753361797e+18,2023-01-09 18:47:33+00:00,https://twitter.com/HariDutttVyyas/status/1612521475336179712,2,0,84.0,"When I was in my teens, I was my mom's Blinkit &amp; Dunzo."
1.612523338295042e+18,2023-01-09 18:54:57+00:00,https://twitter.com/NithyaKyatham/status/1612523338295042048,0,0,41.0,"Worst service by @letsblinkit,today i bought hit mosquito rocket from @blinkiteng &amp; found that it is nt working properly so they were replaced but replaced item also stopped working. When I was asking for refund they were unable to do it, asking us to connect @HITKPKD #BanBlinkit https://t.co/eZCAXZmGJN"
1.6125292966561997e+18,2023-01-09 19:18:38+00:00,https://twitter.com/niki_niki_ta_ta/status/1612529296656199680,0,0,253.0,Stfu @letsblinkit 😶..chill https://t.co/tace6bdgVO
1.6125340995453174e+18,2023-01-09 19:37:43+00:00,https://twitter.com/OnetapHELLO_/status/1612534099545317376,2,0,48.0,"Brands taking ahead the Zomato- Blinkit’s
.
.
.
#marketingmind #momentmarketing #zomato #Blinkit #onetaphello #trending #billboardadvertising #Bollboard #trendingNow #advertising #zomatoblinkit #zomatobillboard https://t.co/efsoG3ewC3"
1.6125367506977792e+18,2023-01-09 19:48:15+00:00,https://twitter.com/Sonvendra1/status/1612536750697779201,0,0,12.0,@Kohled_Eyes_ Blinkit and get it in 10 minutes 😅
1.6125380445438034e+18,2023-01-09 19:53:23+00:00,https://twitter.com/sebyGrace/status/1612538044543803401,0,0,70.0,@HarteerathSingh @zomato @letsblinkit No doubt about it..Wahey guru sabnu aisa Dil de aise karam karne ki shakti de..Gid bless you all..You did an amazing work in Syria..
1.612541676999803e+18,2023-01-09 20:07:50+00:00,https://twitter.com/anupforfriends/status/1612541676999802880,0,0,7.0,@HDFC_Bank @zomato @letsblinkit Worst bank
1.6125949288357888e+18,2023-01-09 23:39:26+00:00,https://twitter.com/dubeanupam/status/1612594928835788801,0,0,33.0,"When I was in my teens, I was my mom’s Blinkit &amp; Dunzo."
1.6134361356861645e+18,2023-01-12 07:22:05+00:00,https://twitter.com/abhi080893/status/1613436135686164483,2,3,577.0,"The trust on swiggy is decreasing .It will be out of competition vry soon
Rude employees,Unsatisfactory in all senses.Making an order here is a mistake.Blinkit, Zomato &amp; Zepto will kick it out f competition vry soon.
#SwiggyInstamart @SwiggyCares @Swiggy @SwiggyInstamart #swiggy"
1.6138214722582938e+18,2023-01-13 08:53:16+00:00,https://twitter.com/Dipanwita_royl/status/1613821472258293761,0,0,10.0,"@SwiggyCares Is this you are calling response? Seriously?
#zomatoblinkit #SwiggyInstamart https://t.co/epxwbIioc1"
1.613904103830352e+18,2023-01-13 14:21:37+00:00,https://twitter.com/harshvardhan082/status/1613904103830351872,1,0,85.0,"Minimizing Delivery Timing by #Dominos #Zomato #Blinkit #Zepto etc. maybe Life Risk for Delivery Boys and Other People on road also bcz they have to reach on time by Fast Driving and Avoiding Traffic.

They are delivering us by putting their life on Risk. #RespectDeliveryBoys"
1.6141792852496876e+18,2023-01-14 08:35:06+00:00,https://twitter.com/MohitAg20154749/status/1614179285249687558,0,0,46.0,@viveksh38 @Amul_Coop @ZeptoNow @zomato @SwiggyInstamart @letsblinkit @DunzoIt Still #zepto is stupid this 2 min we don't want we want #dunzo with base rate 19.
1.615700588569809e+18,2023-01-18 13:20:13+00:00,https://twitter.com/UniBoss24/status/1615700588569808897,1,0,100.0,"Get Best Sound Quality with Extra Bass - UniBoss Bluetooth Earbuds. 
#Zomato #Blinkit #Promotion #Music #Sound https://t.co/EVWhcZWlMg"
1.6157177469894697e+18,2023-01-18 14:28:24+00:00,https://twitter.com/revboost360/status/1615717746989469698,1,0,72.0,"Janhit me jaari for all the hotels out there! 😉
.
#revboost360 #hotelmarketing #momentmarketing #creativity #digitalmarketing #hospitalitybusiness #trending #zomato #blinkit #explorepage #revenuemanagement https://t.co/scOxcbzcRL"
1.6157217185633772e+18,2023-01-18 14:44:11+00:00,https://twitter.com/KantiNemani/status/1615721718563377155,0,0,69.0,"@albinder @deepigoyal I made a #Blinkit order today. Delivery was super fast, however the invoice was emailed to someone else. I had not given any email id while ordering. This is a serious privacy issue. Complaint given via customer support but no response!!"
1.6157613786940252e+18,2023-01-18 17:21:46+00:00,https://twitter.com/UNuances/status/1615761378694025217,4,3,489.0,"(372) @letsblinkit has a section where it lists all the products that have free delivery when bought. A way to filter/ check products when order value is less and not eligible for free delivery.
#blinkit #productmanagement #UNuances https://t.co/bxzZYmUiGV"
1.615771756513624e+18,2023-01-18 18:03:00+00:00,https://twitter.com/amangoeliitb/status/1615771756513624064,0,0,21.0,@dkagarwal @ZeptoNow @letsblinkit @amazon Let's see. I'm a strong believer of 10-min delivery. Eventually they'll figure out some Business model to make money. It's a matter of time.
1.615772119400616e+18,2023-01-18 18:04:27+00:00,https://twitter.com/amangoeliitb/status/1615772119400615936,0,0,123.0,"@dkagarwal @gaurav_paneri @ZeptoNow @letsblinkit @amazon That's how most businesses are structured. For instance, less than 5% taxpayers fund the entire country. So, if they can crack large ticket buyers, a strong opportunity lies ahead. Only time can tell how this evolves."
1.6158899722672087e+18,2023-01-19 01:52:45+00:00,https://twitter.com/vinaybahety/status/1615889972267208704,1,0,288.0,"Can we put these to better use?
@letsblinkit @ZeptoNow 

Maybe return it to the next delivery guy to take it back to the dark store on his next order pickup.
The cost of handling and delivery is waived off for the CX who returns. https://t.co/osNj9JyGF9"
1.6159122149087887e+18,2023-01-19 03:21:08+00:00,https://twitter.com/Prachi_Mumbai/status/1615912214908788737,0,0,63.0,"#blinkit 
No use giving specific instructions for Blinkit Delivery. They fully agree to your request on chat,but don't actually bother to keep promise and cater to specify instructions. #Noregardforcustomers"
